## Tue Sep  1 17:16:42 2026
## emapper-2.1.13
## /opt/venv/bin/emapper.py -i input.fasta -o query --output_dir output --temp_dir output --data_dir /data --cpu 10 --override --itype proteins -m diamond --dmnd_iterate no
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G000100.1	3847.GLYMA15G43289.1	1.15e-45	164.0	COG0147@1|root,COG0596@1|root,KOG1223@2759|Eukaryota,KOG2382@2759|Eukaryota,37RRC@33090|Viridiplantae,3GENA@35493|Streptophyta,4JEFI@91835|fabids	35493|Streptophyta	E	Protein PHYLLO, chloroplastic-like	-	GO:0006732,GO:0006766,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0010109,GO:0019222,GO:0031323,GO:0042180,GO:0042181,GO:0042372,GO:0042374,GO:0042548,GO:0042550,GO:0043467,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0050789,GO:0050794,GO:0051186,GO:0051188,GO:0065007,GO:0071704,GO:1901576,GO:1901661,GO:1901663	2.2.1.9,4.2.1.113,4.2.99.20,5.4.4.2	ko:K14759	ko00130,ko01100,ko01110,map00130,map01100,map01110	-	R01717,R04031,R08165,R08166	RC00588,RC01053,RC02148,RC02186,RC02475	ko00000,ko00001,ko01000	-	-	-	Abhydrolase_1,Abhydrolase_6,MR_MLE_C,TPP_enzyme_C,TPP_enzyme_M_2,TPP_enzyme_N
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005300.3	3847.GLYMA01G00790.2	0.0	1147.0	COG0515@1|root,2QQCZ@2759|Eukaryota,37PZK@33090|Viridiplantae,3GA01@35493|Streptophyta,4JTQS@91835|fabids	35493|Streptophyta	T	LRR receptor-like serine threonine-protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,Malectin_like,Pkinase,Pkinase_Tyr
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005300.2	3847.GLYMA01G00790.2	0.0	1707.0	COG0515@1|root,2QQCZ@2759|Eukaryota,37PZK@33090|Viridiplantae,3GA01@35493|Streptophyta,4JTQS@91835|fabids	35493|Streptophyta	T	LRR receptor-like serine threonine-protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,Malectin_like,Pkinase,Pkinase_Tyr
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005300.4	3847.GLYMA01G00790.2	0.0	1281.0	COG0515@1|root,2QQCZ@2759|Eukaryota,37PZK@33090|Viridiplantae,3GA01@35493|Streptophyta,4JTQS@91835|fabids	35493|Streptophyta	T	LRR receptor-like serine threonine-protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,Malectin_like,Pkinase,Pkinase_Tyr
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005300.5	3847.GLYMA01G00790.2	0.0	932.0	COG0515@1|root,2QQCZ@2759|Eukaryota,37PZK@33090|Viridiplantae,3GA01@35493|Streptophyta,4JTQS@91835|fabids	35493|Streptophyta	T	LRR receptor-like serine threonine-protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,Malectin_like,Pkinase,Pkinase_Tyr
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005300.6	3847.GLYMA01G00790.2	0.0	1147.0	COG0515@1|root,2QQCZ@2759|Eukaryota,37PZK@33090|Viridiplantae,3GA01@35493|Streptophyta,4JTQS@91835|fabids	35493|Streptophyta	T	LRR receptor-like serine threonine-protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,Malectin_like,Pkinase,Pkinase_Tyr
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005300.7	3847.GLYMA01G00790.2	0.0	1651.0	COG0515@1|root,2QQCZ@2759|Eukaryota,37PZK@33090|Viridiplantae,3GA01@35493|Streptophyta,4JTQS@91835|fabids	35493|Streptophyta	T	LRR receptor-like serine threonine-protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,Malectin_like,Pkinase,Pkinase_Tyr
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005300.8	3847.GLYMA01G00790.2	0.0	1402.0	COG0515@1|root,2QQCZ@2759|Eukaryota,37PZK@33090|Viridiplantae,3GA01@35493|Streptophyta,4JTQS@91835|fabids	35493|Streptophyta	T	LRR receptor-like serine threonine-protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,Malectin_like,Pkinase,Pkinase_Tyr
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005300.9	3847.GLYMA01G00790.2	0.0	1402.0	COG0515@1|root,2QQCZ@2759|Eukaryota,37PZK@33090|Viridiplantae,3GA01@35493|Streptophyta,4JTQS@91835|fabids	35493|Streptophyta	T	LRR receptor-like serine threonine-protein kinase	-	-	-	-	-	-	-	-	-	-	-	-	LRR_8,Malectin_like,Pkinase,Pkinase_Tyr
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005400.1	3641.EOY30559	3.32e-40	141.0	KOG1656@1|root,KOG1656@2759|Eukaryota,37IKJ@33090|Viridiplantae,3GC48@35493|Streptophyta	35493|Streptophyta	U	Belongs to the SNF7 family	-	-	-	ko:K12194	ko04144,ko04217,map04144,map04217	M00412	-	-	ko00000,ko00001,ko00002,ko04131,ko04147	-	-	-	Snf7
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005500.1	3847.GLYMA01G00805.1	1.35e-192	533.0	COG5147@1|root,KOG0048@2759|Eukaryota,37SSM@33090|Viridiplantae,3GDEK@35493|Streptophyta,4JSST@91835|fabids	35493|Streptophyta	K	transcription factor	-	-	-	ko:K09422	-	-	-	-	ko00000,ko03000	-	-	-	Myb_DNA-binding
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005500.2	3847.GLYMA01G00805.1	1.35e-192	533.0	COG5147@1|root,KOG0048@2759|Eukaryota,37SSM@33090|Viridiplantae,3GDEK@35493|Streptophyta,4JSST@91835|fabids	35493|Streptophyta	K	transcription factor	-	-	-	ko:K09422	-	-	-	-	ko00000,ko03000	-	-	-	Myb_DNA-binding
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005600.1	3847.GLYMA01G00820.1	6.41e-263	719.0	KOG1595@1|root,KOG1595@2759|Eukaryota,37NGT@33090|Viridiplantae,3GDX5@35493|Streptophyta	35493|Streptophyta	S	zinc finger CCCH domain-containing protein	-	GO:0001101,GO:0003674,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005886,GO:0006355,GO:0006950,GO:0006979,GO:0007154,GO:0007165,GO:0007275,GO:0007568,GO:0008150,GO:0008270,GO:0009719,GO:0009725,GO:0009753,GO:0009755,GO:0009867,GO:0009889,GO:0009987,GO:0010033,GO:0010150,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0023052,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0032870,GO:0042221,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0048366,GO:0048367,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0065007,GO:0070887,GO:0071229,GO:0071310,GO:0071395,GO:0071495,GO:0071944,GO:0080090,GO:0090693,GO:0099402,GO:0140110,GO:1901700,GO:1901701,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	zf-CCCH
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005700.1	3847.GLYMA01G00840.1	2.71e-233	640.0	KOG1573@1|root,KOG1573@2759|Eukaryota,37HHR@33090|Viridiplantae,3G9JW@35493|Streptophyta,4JH2F@91835|fabids	35493|Streptophyta	S	Inositol oxygenase	-	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016701,GO:0050113,GO:0055114	1.13.99.1	ko:K00469	ko00053,ko00562,map00053,map00562	-	R01184	RC00465	ko00000,ko00001,ko01000	-	-	-	MIOX
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005800.1	3847.GLYMA01G00850.1	0.0	957.0	COG0405@1|root,KOG2410@2759|Eukaryota,37HV8@33090|Viridiplantae,3G7AM@35493|Streptophyta,4JNIQ@91835|fabids	35493|Streptophyta	E	Gamma-glutamyltranspeptidase	-	GO:0002237,GO:0003674,GO:0003824,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005886,GO:0005887,GO:0006082,GO:0006508,GO:0006518,GO:0006520,GO:0006536,GO:0006575,GO:0006749,GO:0006751,GO:0006790,GO:0006805,GO:0006807,GO:0006950,GO:0006979,GO:0007568,GO:0008150,GO:0008152,GO:0008233,GO:0008238,GO:0008242,GO:0009056,GO:0009064,GO:0009410,GO:0009605,GO:0009607,GO:0009617,GO:0009719,GO:0009725,GO:0009987,GO:0010033,GO:0010467,GO:0014070,GO:0016020,GO:0016021,GO:0016485,GO:0016740,GO:0016746,GO:0016755,GO:0016756,GO:0016787,GO:0019538,GO:0019752,GO:0031179,GO:0031224,GO:0031226,GO:0031638,GO:0032355,GO:0032496,GO:0032502,GO:0033554,GO:0033993,GO:0034097,GO:0034599,GO:0034612,GO:0034641,GO:0036374,GO:0042219,GO:0042221,GO:0043170,GO:0043171,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043648,GO:0044237,GO:0044238,GO:0044248,GO:0044273,GO:0044281,GO:0044421,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0050896,GO:0051186,GO:0051187,GO:0051604,GO:0051704,GO:0051707,GO:0051716,GO:0070011,GO:0070887,GO:0071466,GO:0071704,GO:0071944,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901700	2.3.2.2,3.4.19.13,3.4.19.14	ko:K00681,ko:K18592	ko00430,ko00460,ko00480,ko00590,ko01100,map00430,map00460,map00480,map00590,map01100	-	R00494,R01262,R01687,R03867,R03916,R03970,R03971,R04935,R09875	RC00064,RC00090,RC00096	ko00000,ko00001,ko01000,ko01002,ko04090	-	-	-	G_glu_transpept
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005800.2	3847.GLYMA01G00850.1	0.0	1238.0	COG0405@1|root,KOG2410@2759|Eukaryota,37HV8@33090|Viridiplantae,3G7AM@35493|Streptophyta,4JNIQ@91835|fabids	35493|Streptophyta	E	Gamma-glutamyltranspeptidase	-	GO:0002237,GO:0003674,GO:0003824,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005886,GO:0005887,GO:0006082,GO:0006508,GO:0006518,GO:0006520,GO:0006536,GO:0006575,GO:0006749,GO:0006751,GO:0006790,GO:0006805,GO:0006807,GO:0006950,GO:0006979,GO:0007568,GO:0008150,GO:0008152,GO:0008233,GO:0008238,GO:0008242,GO:0009056,GO:0009064,GO:0009410,GO:0009605,GO:0009607,GO:0009617,GO:0009719,GO:0009725,GO:0009987,GO:0010033,GO:0010467,GO:0014070,GO:0016020,GO:0016021,GO:0016485,GO:0016740,GO:0016746,GO:0016755,GO:0016756,GO:0016787,GO:0019538,GO:0019752,GO:0031179,GO:0031224,GO:0031226,GO:0031638,GO:0032355,GO:0032496,GO:0032502,GO:0033554,GO:0033993,GO:0034097,GO:0034599,GO:0034612,GO:0034641,GO:0036374,GO:0042219,GO:0042221,GO:0043170,GO:0043171,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043648,GO:0044237,GO:0044238,GO:0044248,GO:0044273,GO:0044281,GO:0044421,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0050896,GO:0051186,GO:0051187,GO:0051604,GO:0051704,GO:0051707,GO:0051716,GO:0070011,GO:0070887,GO:0071466,GO:0071704,GO:0071944,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901700	2.3.2.2,3.4.19.13,3.4.19.14	ko:K00681,ko:K18592	ko00430,ko00460,ko00480,ko00590,ko01100,map00430,map00460,map00480,map00590,map01100	-	R00494,R01262,R01687,R03867,R03916,R03970,R03971,R04935,R09875	RC00064,RC00090,RC00096	ko00000,ko00001,ko01000,ko01002,ko04090	-	-	-	G_glu_transpept
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G005900.1	3847.GLYMA01G00860.1	8.99e-99	286.0	COG5030@1|root,KOG0934@2759|Eukaryota,37U37@33090|Viridiplantae,3G97U@35493|Streptophyta,4JN11@91835|fabids	35493|Streptophyta	U	Belongs to the adaptor complexes small subunit family	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005802,GO:0012505,GO:0016020,GO:0030117,GO:0030119,GO:0030124,GO:0031984,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0048475,GO:0098791,GO:0098796	-	ko:K12403	ko04142,map04142	-	-	-	ko00000,ko00001,ko04131	-	-	-	Clat_adaptor_s
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006000.1	3847.GLYMA01G00870.1	0.0	1050.0	COG0205@1|root,KOG2440@2759|Eukaryota,37J8W@33090|Viridiplantae,3G7FQ@35493|Streptophyta,4JKX9@91835|fabids	35493|Streptophyta	G	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis	-	GO:0003674,GO:0003824,GO:0003872,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0008443,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009653,GO:0009888,GO:0009987,GO:0010015,GO:0010053,GO:0016020,GO:0016052,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017144,GO:0018130,GO:0019200,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0022622,GO:0030154,GO:0032501,GO:0032502,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044262,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046835,GO:0046939,GO:0048364,GO:0048731,GO:0048856,GO:0048869,GO:0051186,GO:0051188,GO:0055086,GO:0061615,GO:0071704,GO:0071944,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:0090558,GO:0090627,GO:0099402,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1905392	2.7.1.11	ko:K00850	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04152,ko05230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04152,map05230	M00001,M00345	R00756,R03236,R03237,R03238,R03239,R04779	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000,ko01009,ko03019	-	-	-	PFK
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006100.1	3847.GLYMA01G00880.1	1.91e-313	855.0	2CMFN@1|root,2QQ7W@2759|Eukaryota,37K88@33090|Viridiplantae,3G7D0@35493|Streptophyta,4JNTI@91835|fabids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	GO:0000075,GO:0000077,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010564,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031570,GO:0033043,GO:0033554,GO:0040020,GO:0043565,GO:0045786,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051445,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006100.2	3847.GLYMA01G00880.1	6.3e-309	843.0	2CMFN@1|root,2QQ7W@2759|Eukaryota,37K88@33090|Viridiplantae,3G7D0@35493|Streptophyta,4JNTI@91835|fabids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	GO:0000075,GO:0000077,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010564,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031570,GO:0033043,GO:0033554,GO:0040020,GO:0043565,GO:0045786,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051445,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006100.3	3847.GLYMA01G00880.1	1.91e-313	855.0	2CMFN@1|root,2QQ7W@2759|Eukaryota,37K88@33090|Viridiplantae,3G7D0@35493|Streptophyta,4JNTI@91835|fabids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	GO:0000075,GO:0000077,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010564,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031570,GO:0033043,GO:0033554,GO:0040020,GO:0043565,GO:0045786,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051445,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006100.4	3847.GLYMA01G00880.1	1.91e-313	855.0	2CMFN@1|root,2QQ7W@2759|Eukaryota,37K88@33090|Viridiplantae,3G7D0@35493|Streptophyta,4JNTI@91835|fabids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	GO:0000075,GO:0000077,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010564,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031570,GO:0033043,GO:0033554,GO:0040020,GO:0043565,GO:0045786,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051445,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006100.5	3847.GLYMA01G00880.1	1.91e-313	855.0	2CMFN@1|root,2QQ7W@2759|Eukaryota,37K88@33090|Viridiplantae,3G7D0@35493|Streptophyta,4JNTI@91835|fabids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	GO:0000075,GO:0000077,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010564,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031570,GO:0033043,GO:0033554,GO:0040020,GO:0043565,GO:0045786,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051445,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006100.6	3847.GLYMA01G00880.1	6.3e-309	843.0	2CMFN@1|root,2QQ7W@2759|Eukaryota,37K88@33090|Viridiplantae,3G7D0@35493|Streptophyta,4JNTI@91835|fabids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	GO:0000075,GO:0000077,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010564,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031570,GO:0033043,GO:0033554,GO:0040020,GO:0043565,GO:0045786,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051445,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006100.7	3847.GLYMA01G00880.1	6.3e-309	843.0	2CMFN@1|root,2QQ7W@2759|Eukaryota,37K88@33090|Viridiplantae,3G7D0@35493|Streptophyta,4JNTI@91835|fabids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	GO:0000075,GO:0000077,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010564,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031570,GO:0033043,GO:0033554,GO:0040020,GO:0043565,GO:0045786,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051445,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006100.8	3847.GLYMA01G00880.1	6.3e-309	843.0	2CMFN@1|root,2QQ7W@2759|Eukaryota,37K88@33090|Viridiplantae,3G7D0@35493|Streptophyta,4JNTI@91835|fabids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	GO:0000075,GO:0000077,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010564,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031570,GO:0033043,GO:0033554,GO:0040020,GO:0043565,GO:0045786,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051445,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006100.10	3847.GLYMA01G00880.1	6.3e-309	843.0	2CMFN@1|root,2QQ7W@2759|Eukaryota,37K88@33090|Viridiplantae,3G7D0@35493|Streptophyta,4JNTI@91835|fabids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	GO:0000075,GO:0000077,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010564,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031570,GO:0033043,GO:0033554,GO:0040020,GO:0043565,GO:0045786,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051445,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
glyma.Wm82_NJAU.gnm1.ann1.GmW82.01G006100.9	3847.GLYMA01G00880.1	1.91e-313	855.0	2CMFN@1|root,2QQ7W@2759|Eukaryota,37K88@33090|Viridiplantae,3G7D0@35493|Streptophyta,4JNTI@91835|fabids	35493|Streptophyta	K	No apical meristem (NAM) protein	-	GO:0000075,GO:0000077,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006355,GO:0006950,GO:0006974,GO:0008150,GO:0009314,GO:0009628,GO:0009889,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010564,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031570,GO:0033043,GO:0033554,GO:0040020,GO:0043565,GO:0045786,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051252,GO:0051445,GO:0051716,GO:0051726,GO:0051783,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2000241,GO:2001141	-	-	-	-	-	-	-	-	-	-	NAM
